Ticker,priceToOperatingCashFlowsRatio,priceToSalesRatio,enterpriseValueMultiple,ebitperRevenue,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,receivablesTurnover,payablesTurnover,inventoryTurnover,quickRatio,cashRatio,currentRatio,debtRatio,debtEquityRatio,totalDebtToCapitalization,dividendPayoutRatio
MMM,17.2308,3.3862,14.94950172,0.213215321,0.163253472,0.3518,0.546,0.1657,6.5985,3.7735,7.8012,1.139287686,0.393843181,1.892,0.4006,1.4927,0.598820542,10.9414
ABT,20.1644,4.1545,21.28888127,0.122081235,0.077441298,0.1796,0.0771,0.042,5.8629,2.8882,8.2677,1.028406569,0.426542388,1.624,0.2913,0.6369,0.389078906,3.5836
ABBV,10.328,4.2339,22.30422937,0.193600586,0.17363295,2.1966,-0.6733,0.1014,6.2553,0.7497,20.4069,0.779917629,0.422820349,0.983,0.6792,-4.7727,1.265064022,8.7132
ABMD,49.6558,16.2757,45.39229843,0.34227846,0.336632737,0.3617,0.2765,0.3077,9.5689,7.4289,11.734,5.495452744,1.141729089,6.389,0,0,0,5.6155
ACN,19.8687,3.0468,0.865177706,0.143645242,0.11058916,0.8269,0.3317,0.3234,5.5434,7.3816,0,1.285967342,0.55387006,1.397,0.0008,0.0016,0.00157002,10.3855
ATVI,19.8521,4.738,17.13453879,0.259733333,0.241733333,0.484,0.1591,0.1127,7.6805,8.2674,168.5393,1.990915973,1.599167298,2.311,0.1493,0.2345,0.189931025,2.3491
ADBE,30.3943,13.5623,39.8949647,0.319281888,0.286907166,1.5885,0.2767,0.158,7.1284,16.442,0,1.056593087,0.381940683,1.129,0.2198,0.4406,0.305837199,8.2136
AMD,542.6193,2.8493,32.82668821,0.069343629,0.052046332,0.177,0.2662,0.1816,7.6673,1.5449,8.4146,1.205141129,0.543346774,1.784,0.2744,0.9874,0.49682035,0.0346
AAP,14.1522,1.198,15.93722048,0.063863948,0.044240344,0.1189,0.1194,0.0887,15.5613,0.6939,2.246,0.391538491,0.230709865,1.565,0.1157,0.2945,0.227501902,11.0003
AES,4.0874,0.892,7.20234612,0.276359911,0.112052906,0.0547,0.375,0.0518,7.0216,1.9422,18.8516,0.782905206,0.349170266,1.14,0.5933,6.0147,0.85744123,3.5377
AMG,4.4998,2.1579,14.27924474,0.212537841,0.102421796,0.2816,0.0705,0.0656,5.7009,0.7266,0,1.911588588,0.995949278,2.428,0.2226,0.5292,0.339611109,21.2799
AFL,5.7672,1.5941,10.65514191,0.193262248,0.134203511,0,0.1245,0,25.9333,6.1834,0,0.395438389,0.3211641,0.553243483,0.0412,0.2463,0.19763346,7.8146
A,19.0001,4.2029,20.10556807,0.207773708,0.064306064,0.0903,0.0692,0.1133,6.552,4.0124,8.1022,2.581554227,1.918872758,3.286,0.2106,0.3939,0.282595036,3.3863
APD,14.5423,4.1602,13.709719,0.241047233,0.167723007,0.1182,0.138,0.0877,5.508,1.2659,24.4161,1.948637899,1.193730488,2.173,0.1988,0.3511,0.259889162,11.6493
AKAM,9.8657,3.6647,14.77800853,0.142307865,0.10991927,0.1335,0.0935,0.0744,5.7672,7.9542,0,1.959177639,0.856072764,2.094,0.2857,0.4889,0.328381826,6.0266
ALK,6.2785,0.9079,8.509567332,0.081800581,0.052879961,0.0777,0.1165,0.0557,23.3777,16.381,141.265,0.544527532,0.035690007,0.607,0.1927,0.5607,0.359241544,9.6973
ALB,14.9868,2.4253,9.412891742,0.263942577,0.205502896,0.1808,0.1934,0.0733,5.4876,1.9589,5.219,1.025286243,0.4693481,1.689,0.2249,0.4756,0.322313583,5.0372
ARE,21.7263,9.3347,17.79198451,0.404386877,0.285742912,0,0.0517,0,132.3489,0.3901,0,0.468551656,0.452267821,1.464368515,0.3787,0.7462,0.426944657,5.3042
ALXN,50.9875,5.2577,34.74624112,0.082397366,0.018783888,0.0211,0.0085,0.0209,5.0112,1.603,8.8567,2.117632027,1.163117547,2.883,0.2302,0.3499,0.259178131,1.9129
ALGN,30.1996,8.5183,33.94814071,0.232880683,0.203527398,0.3536,0.3194,0.4665,5.1533,10.5713,45.0364,1.696884577,0.920277196,1.882,0,0,0,6.928
ALLE,16.5507,2.7737,15.04988125,0.193542483,0.159204891,0.6326,0.668,0.1618,8.7907,3.3187,10.5045,1.181835637,0.557987711,1.789,0.5141,2.2194,0.689378758,4.8161
AGN,7.9931,2.8555,86.26104251,-0.377256546,-0.322814396,-2.0108,-0.0783,-0.0411,5.475,0.79,18.0283,0.833708689,0.153703801,1.131,0.2338,0.3655,0.267655137,16.7362
ADS,2.9676,1.0493,9.452884116,0.243133279,0.123613821,0.0713,0.413,1.0514,4.9034,3.6151,32.3219,2.001889586,0.33241031,2.152,0.4402,5.7361,0.851545591,50.1803
LNT,18.8901,2.8203,11.31613614,0.231150092,0.147771962,0.045,0.1139,0.0304,8.4842,1.7117,16.2805,0.225837844,0.012712122,0.478,0.3853,1.2962,0.564498514,2.259
ALL,5.4998,0.7148,9.777097753,0.077257315,0.056561597,0,0.1057,0,6.6692,0,0,0.344729345,0.017770655,0.719017094,0.0575,0.3027,0.223465112,14.8792
GOOG,20.1038,6.7265,22.29249952,0.245302422,0.215770117,0.1912,0.173,0.1848,6.9852,10.4527,147.4343,3.754419411,0.482409012,3.919,0.0172,0.0226,0.022087646,0
MO,11.0602,3.659,10.23883065,0.394338432,0.274522946,-0.4656,0.4709,0.1214,178.6197,15.8189,11.1343,0.069598452,0.062898127,0.203,0.4627,1.7411,0.635186145,4.4656
AMZN,23.9044,3.1535,28.4128154,0.054477064,0.043252736,0.147,0.2313,0.1465,15.6085,1.9883,14.0205,0.846997412,0.464242371,1.098,0.2038,0.7611,0.432172008,63.0862
AMCR,17.0565,1.3996,4.681292571,0.085597682,0.045484342,0.0926,0.0767,0.0388,5.8325,0,5.7104,0.542934519,0.132458497,1.147,0.3556,1.0881,0.521097659,0.6701
AEE,7.3435,2.533,9.85994767,0.23096487,0.129550151,0.0376,0.1068,0.0332,7.5116,1.651,12.5194,0.31745441,0.005954596,0.571,0.332,1.1841,0.542149157,8.9007
AAL,4.186,0.332,8.671621181,0.066006601,0.031701129,0.0418,-8.355,0.039,25.7611,6.3207,30.9205,0.365826702,0.023706897,0.477,0.5617,-201.355,1.00499114,7.6707
AEP,7.056,2.2756,10.98256646,0.186685355,0.118784616,0.038,0.1011,0.0266,8.485,1.9297,17.2819,0.292491444,0.051348164,0.476,0.3671,1.3273,0.570320492,10.5996
AXP,9.1185,2.2016,16.51914766,0.219596604,0.187124858,0,0.3105,0,0.6434,0.7075,0,1.167685228,0.291698109,1.820495924,0.3262,2.7601,0.678809188,10.4322
AIG,571.5409,0.7357,10.43736932,0.030745532,-0.000126612,0,-0.0001,0,4.4583,0,0,0.223271066,0.027228872,0.619610854,0.0702,0.6128,0.379973818,0.0679
AMT,18.59,9.3656,21.89123207,0.262321743,0.166180562,0.1383,0.2317,0.0422,15.2994,4.4624,0,0.3761061,0.27823621,0.509,0.641,3.9654,0.798607337,8.5265
AWK,11.8275,4.7654,12.18283427,0.411627907,0.164825581,0.0352,0.0967,0.0431,7.0855,4.5946,83.9024,0.308022923,0.062082139,0.373,0.4057,1.4685,0.594887737,7.7
AMP,5.6005,1.1332,6.845793586,0.265134398,0.163459291,0,0.3754,0,2.1442,1.657,0,2.6625,1.057570423,2.599647887,0.0351,0.861,0.457896779,18.6357
ABC,7.3171,0.0955,5.340350067,0.006270452,0.0047629,2.6624,0.2971,0.1113,15.1545,1.6529,15.6309,0.532805394,0.114065125,0.951,0.1147,1.5608,0.609496839,11.1533
AME,16.9789,3.2428,14.35903071,0.220791016,0.160535194,0.6875,0.1834,0.0907,6.9177,3.0382,8.3173,0.863438902,0.281221796,1.459,0.3039,0.6206,0.382960404,4.0096
AMGN,10.9815,5.2237,12.65656643,0.46056344,0.353476229,0.2886,0.6715,0.2287,6.967,4.8691,8.2255,2.43801898,0.514902135,2.789,0.5109,2.7143,0.730771716,17.0893
APH,21.9408,2.9765,14.38015048,0.204608632,0.146915386,0.4022,0.3,0.1502,4.8384,2.5193,7.0082,1.257903969,0.526944886,1.865,0.3555,0.8889,0.470590561,3.6942
ADI,13.145,5.1774,14.33281884,0.305132027,0.241162069,0.6752,0.1327,0.0631,9.3341,6.4178,10.902,1.384654879,0.776413171,2.008,0.3098,0.562,0.359793708,6.5933
ANSS,24.5542,9.2329,23.39246553,0.376523999,0.324183155,0.4945,0.1583,0.1517,2.8053,59.3686,0,2.498588898,1.480922009,2.499,0,0,0,5.7928
ANTM,17.7495,0.7375,12.75779561,0.063199609,0.040714402,0.2485,0.1314,0.1237,10.3763,1.7444,0,1.431413613,0.179103119,1.563,0.2684,0.6731,0.402307757,14.7965
AON,20.7646,3.2506,18.09686003,0.144661096,0.105292479,0.6815,0.2732,0.0773,4.1123,1.4191,0,0.269855596,0.049338147,1.081,0.2363,1.5042,0.600673401,6.876
AOS,16.166,2.2764,12.0298202,0.177609084,0.139339377,0.3188,0.2587,0.2075,5.1418,1.5063,10.5963,1.645613141,0.330701643,2.086,0.0721,0.1289,0.114217912,2.6414
APA,2.6378,1.3559,5.198299972,0.16194883,0.005443658,0.0021,0.0056,0.0496,5.7881,2.523,39.9348,0.866878692,0.324398001,1.221,0.382,1.1562,0.536229999,9.8874
AIV,16.7086,6.811,8.528522801,0.878059666,0.685129729,0,0.392,0,0,0,0,0.291070419,0.291070419,0.786966685,0.6584,2.3983,0.696879773,2.6225
AAPL,14.5863,3.8903,1.796676205,0.252665524,0.212380945,0.5848,0.6106,0.2691,5.489,1.2542,64.5433,1.384447303,0.462021605,1.54,0.3192,1.194,0.544221422,15.0267
AMAT,8.0778,1.7731,7.387022228,0.285631484,0.192024575,0.4096,0.484,0.3096,7.4031,1.5525,5.1881,1.619836818,0.877103519,2.704,0.3011,0.7756,0.436810926,3.7384
APTV,9.9644,1.1238,9.744774303,0.101004503,0.073917561,0.2504,0.3085,0.1107,5.8595,1.5944,12.2331,0.827016784,0.153762859,1.293,0.3481,1.2559,0.556708958,6.1571
ADM,-4.8013,0.357,9.646870238,0.037596556,0.028131363,0.0965,0.0953,0.0496,30.7852,1.8717,7.1546,0.742357337,0.169582201,1.748,0.2054,0.4416,0.306310254,-8.4823
ARNC,37.5459,0.5814,8.938641314,0.088911089,0.045811332,0.0732,0.1152,0.0622,9.7591,1.75,5.6372,1.072443182,0.646875,1.87,0.3386,1.1358,0.531798706,0.4491
ANET,31.588,7.3872,51.5236062,0.135408198,0.152426664,0.1502,0.153,0.329,7.4297,8.163,7.5387,3.772314775,1.071633493,4.476,0.0115,0.0165,0.016261554,6.7307
AJG,17.6907,1.952,18.83055026,0.082982406,0.091361408,0.7349,0.1408,0.0701,1.5512,0.309,0,0.922104087,0.290735156,1.055,0.221,0.8025,0.44521722,4.166
AIZ,8.4515,0.6888,15.00353591,0.053638801,0.031150715,0,0.0491,0,0.738,0.3842,0,0.576338814,0.058112592,0.588897436,0.0488,0.3924,0.270964062,11.0855
ATO,13.8959,4.6391,3.104154184,0.259649024,0.176234593,0.0463,0.0889,0.037,11.9944,1.8398,19.6157,0.210941427,0.020298651,0.379,0.2988,0.6946,0.409906112,8.2659
T,4.7639,1.2164,6.140120026,0.188848415,0.113436717,0.1429,0.1052,0.0352,7.9432,1.2361,44.2775,0.491710649,0.080782366,0.798,0.3319,0.9588,0.489484018,5.9909
ADSK,85.4895,12.545,501.3643875,-0.009728384,-0.031442136,0.152,0.3831,-0.0106,5.6324,7.512,0,0.620502347,0.385016513,0.704,0.4414,-9.899,1.112372123,1.7227
ADP,26.9381,5.1088,1.114797574,0.221196174,0.161747277,0.925,0.4246,0.25,6.3384,26.8202,0,0.135553533,0.05974065,1.053,0.0541,0.4193,0.295429339,6.18
AZO,12.7089,2.2801,2.081379873,0.186799141,0.136316254,0.4131,-0.9436,0.3292,41.8378,0.8601,2.8716,0.088041108,0.031983942,0.912,0.5261,-3.0378,1.490724248,85.2565
AVB,18.4901,10.5306,17.00511352,0.523230767,0.426574773,0,0.0917,0,0,0,0,0.348343297,0.348343297,0.5941138,0.383,0.6621,0.395861135,9.4132
AVY,17.0107,1.088,12.32574459,0.085389021,0.065288448,0.3243,0.4894,0.1565,6.0414,1.736,11.3545,0.712988967,0.116349047,1.152,0.3798,2.0586,0.673056516,5.2451
BKR,0.9364,0.0721,4.629047179,0.029549329,0.008523845,0.016,0.0112,0.019,3.8179,1.6928,5.013,1.074501109,0.412749446,1.66,0.1378,0.4138,0.29268589,1.6019
BLL,9.9591,1.3404,14.00929883,0.080876665,0.039020198,0.1035,0.1313,0.0493,6.7724,0.9571,8.3196,0.616117216,0.176068376,0.962,0.4065,1.9459,0.660547757,4.5418
BAC,6.119,2.6502,25.14816954,0.3790152,0.308470415,0,0.1061,0,1.432,0,0,0.410798799,0.235649309,0.41173975,0.1854,1.6454,0.50191668,3.9142
BK,7.7621,2.8393,24.26618257,0.317471938,0.260248902,0,0.105,0,0,0.2008,0,0.575535076,0.301934439,0.508615425,0.1339,1.1952,0.437520762,5.9785
BAX,16.7106,3.1478,15.9967172,0.15565741,0.14595129,0.213,0.2084,0.0912,6.1731,1.021,7.1145,1.284908322,0.645980254,2.087,0.2223,0.4461,0.308490817,3.9251
BBT,7.6761,3.037,13.19557213,0.367540029,0.2944869,0,0.1073,0,0,0.4892,0,0.023284471,0.023284471,0.035338434,0.128,0.9572,0.439976247,5.6264
BDX,24.6906,4.4259,23.3855528,0.11756241,0.019458174,0.0558,0.0148,0.0195,7.8676,1.2938,7.4879,0.495011086,0.171286031,1.027,0.3988,1.0239,0.505895644,10.7077
BRK.B,0,0,1.751730902,0.033511993,0.017840821,0,0,0,0,0,0,0,0,0,0,0,0,0
BBY,6.6169,0.3716,7.117227521,0.045733343,0.034142587,0.3786,0.4428,0.3428,41.5494,2.9222,8.0767,0.398642353,0.263543192,1.181,0.1076,0.4198,0.295696634,8.712
BIIB,9.7985,4.5068,10.01318337,0.435318779,0.329349062,0.5575,0.3398,0.1993,5.5995,9.207,14.6818,1.827931537,0.371631464,2.319,0.2347,0.4553,0.312840889,30.1986
BLK,20.1472,4.3635,12.53011795,0.391956614,0.30321172,0,0.133,0,5.3017,2.7998,0,0.393148109,0.271067474,1.377021099,0.0317,0.1564,0.109454515,19.1826
HRB,9.12,1.7873,11.25022288,0.196926473,0.136518658,0.3295,0.7802,0.5751,21.6623,9.3019,0,2.000747561,1.850189761,2.16,0.4523,2.7563,0.733782955,2.9836
BA,11.9529,1.811,14.05485871,0.119443868,0.103434295,0.5539,30.8555,0.2455,6.538,2.2566,1.6317,0.310650815,0.093602157,1.076,0.118,40.8466,0.9761032,26.9808
BKNG,14.9492,5.4932,16.81644472,0.35134577,0.275211675,0.7259,0.4551,0.2598,10.5998,3.5656,0,2.196061885,0.738115331,2.365,0.3812,0.9845,0.496099576,112.5068
BWA,6.4229,0.6871,6.035381463,0.114030922,0.088388923,0.2159,0.2202,0.1061,5.2557,1.1657,13.6103,1.136723635,0.308045019,1.586,0.2094,0.5002,0.333438486,5.4107
BXP,15.1118,6.3974,17.97709875,0.35369456,0.214512586,0,0.0991,0,20.9963,2.319,0,1.517477487,1.203690591,3.467112721,0.5434,1.8711,0.651288521,7.4485
BSX,157.7533,4.9785,21.02211185,0.169296549,0.170110964,3.1829,0.1915,0.0527,6.225,5.8271,8.7549,0.333460076,0.027756654,0.761,0.336,0.8086,0.447091623,0.2245
BMY,14.2831,3.7605,14.59396197,0.263330526,0.21807544,0.4266,0.3507,0.2187,3.6789,2.8855,19.1114,1.393748827,0.648676553,1.611,0.2101,0.5238,0.34373246,3.6393
AVGO,10.2472,4.3647,12.60886954,0.230381811,0.588018035,1.3036,0.4599,0.0738,7.2226,5.6827,16.2178,3.257912746,1.835757057,3.895,0.349,0.6562,0.396217441,21.244
BR,24.3515,3.4443,2.121942315,0.148801064,0.110517629,1.1246,0.4276,0.1455,6.8213,1.7519,0,1.167704959,0.34039372,1.299,0.3789,1.3041,0.565995612,5.3236
BF-B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRW,14.5829,0.6952,13.15673393,0.054841775,0.039955392,0.4293,0.4166,0.2102,7.7782,4.1981,0,1.772840455,0.264151904,1.921,0.3249,0.9018,0.474180021,5.7039
COG,8.7219,4.4041,9.357137088,0.352507234,0.254572817,0.1497,0.2668,0.1251,7.5661,2.9847,229.3416,1.470267768,0.007961318,1.896,0.292,0.5872,0.369947708,2.4799
CDNS,20.2853,5.7378,24.66054205,0.186868517,0.161727522,0.6989,0.2684,0.1867,8.4554,2.3862,69.6753,1.179651952,0.752202454,1.341,0.1804,0.3456,0.256845507,2.2093
CPB,8.9052,1.5357,6.128865979,0.088565437,0.02602689,0.2035,0.1913,0.0552,14.2603,1.2877,9.2651,0.17872969,0.00915805,0.581,0.6445,7.6827,0.884828234,4.6445
COF,2.7588,1.6113,8.861759016,0.328892889,0.27070207,0,0.1164,0,0,0,0,0.047603404,0.047603404,0.060971779,0.1581,1.1401,0.489300294,27.3996
CPRI,10.2369,1.3563,2.381920904,0.126002291,0.103665521,0.6771,0.2235,0.0826,15.5661,4.0412,6.4907,0.359922179,0.11154345,1.121,0.3859,1.0564,0.513713714,4.6339
CAH,5.2078,0.0974,3.322379231,0.014037957,0.009365509,0.3413,0.2154,0.0865,17.9141,1.8127,11.5825,0.455390103,0.104981542,1.068,0.1961,1.2691,0.559300787,9.0733
KMX,64.8116,0.5812,17.98717164,0.065404251,0.046354942,0.1781,0.2509,0.0429,1.4996,7.6918,7.4023,9.95490233,0.035789308,2.451,0.7572,4.2219,0.808497156,0.9341
CCL,7.879,2.3156,9.565538173,0.180075208,0.16694031,0.1112,0.129,0.06,56.3612,5.9732,45.1159,0.145588874,0.106692742,0.242,0.2435,0.4223,0.296928033,7.6519
CAT,11.4341,1.3703,9.720924643,0.150743759,0.112331421,0.2566,0.4366,0.096,1.7476,2.1188,5.0793,1.408887944,0.278439294,1.368,0.4656,2.5961,0.721920487,11.0889
CBOE,20.5287,3.9644,14.80369068,0.220564866,0.15403785,2.5943,0.1316,0.0796,10.9742,2.7744,0,1.003691895,0.46165464,1.147,0.2284,0.375,0.272731353,4.7826
CBRE,12.0653,0.6396,8.37888185,0.069519254,0.049822616,0.6357,0.2153,0.0833,4.4574,3.5025,0,1.012341601,0.148869107,1.164,0.2312,0.6275,0.385566171,3.3339
CBS,11.4756,1.1275,8.905461839,0.186027284,0.135042028,0.5785,0.699,0.0956,3.7514,18.6296,2.7437,0.954078286,0.070413295,1.476,0.4638,3.6159,0.7833578,3.8098
CDW,13.419,0.7485,12.39153283,0.060903297,0.039592377,0.5592,0.6594,0.1475,5.7388,2.1322,37.5156,1.1392387,0.073418715,1.355,0.4476,3.2902,0.766910464,6.0033
CE,7.7241,1.6819,7.784258105,0.226974144,0.168693222,0.2507,0.4045,0.1153,5.6162,2.0775,7.3535,1.005059022,0.246767847,1.616,0.3791,1.1833,0.541980046,11.6004
CELG,8.6666,2.9327,11.26138322,0.364701263,0.264773248,0.6345,0.6567,0.1254,7.6654,11.1674,30.5926,1.998521075,1.043628297,2.235,0.5713,3.2901,0.766902501,7.219
CNC,19.1876,0.3939,16.12453608,0.028561448,0.014971056,0.5193,0.0824,0.0712,14.0409,4.0309,0,0.936763846,0.446245092,1.002,0.2164,0.6124,0.379821621,3.0045
CNP,6.6239,1.3362,11.96895897,0.082632921,0.034753046,0.0207,0.0457,0.0259,7.0711,2.7562,26.7737,1.919745609,1.28134464,2.127,0.3615,1.2118,0.547887561,4.7572
CTL,2.3282,0.6984,8.960071055,0.026191187,-0.073923986,-0.0702,-0.0874,0.0055,9.4624,3.3131,0,0.527210269,0.09365395,0.691,0.5133,1.8187,0.645225357,6.5975
CERN,11.8833,3.2198,12.5550822,0.149236395,0.117409773,0.2033,0.1278,0.0973,4.8209,5.3291,263.1971,2.034824294,0.388625622,2.409,0.0661,0.09,0.082596301,4.405
CF,6.7079,2.2673,9.983990013,0.146759991,0.065477534,0.0315,0.098,0.0537,16.3432,2.2262,15.1678,1.30070922,0.967375887,1.807,0.3711,1.5882,0.613636364,6.4359
SCHW,4.5026,5.5354,21.34955399,0.450256613,0.34613107,0,0.1697,0,0.4666,0.0796,0,0.289518728,0.154424624,0.319468941,0.0232,0.3328,0.249455338,9.2404
CHTR,5.5439,1.495,8.94135963,0.113443645,0.028189027,0.0477,0.0339,0.0259,25.9109,1.2584,0,0.206531625,0.063249277,0.226,0.4984,2.0071,0.667451793,50.642
CVX,6.7892,1.2497,5.9653167,0.127973596,0.089119208,0.0842,0.0959,0.0603,9.4527,2.9702,29.4692,1.006109455,0.378786206,1.252,0.1357,0.223,0.182310211,16.0239
CMG,19.3037,2.4663,26.13404158,0.055177149,0.036290554,0.1012,0.1225,0.1457,94.6817,12.5584,234.9383,1.709613547,0.622573835,1.811,0,0,0,22.3395
CB,10.8626,1.8194,12.93937807,0.161934163,0.121099123,0,0.0787,0,2.6727,0.4238,0,0.185764782,0.014664201,0.379233741,0.0854,0.2847,0.205570732,11.8922
CHD,21.2052,3.9056,19.00361835,0.192696399,0.137147543,1.6241,0.2317,0.0985,11.9962,1.5524,11.6213,0.499132926,0.238784589,0.813,0.3472,0.8587,0.461992151,3.1104
CI,12.2684,0.9507,18.8077129,0.083658787,0.054203494,-0.382,0.0643,0.022,3.9079,1.843,31.9121,0.686000941,0.120865339,0.641,0.2772,1.0353,0.508682011,15.4804
XEC,3.8001,2.5198,4.849702671,0.466320253,0.338540079,0.1689,0.2378,0.1341,4.8041,2.3646,44.4363,1.956650633,1.12975602,2.009,0.2505,0.456,0.313196104,16.2233
CINF,10.6682,2.3302,38.51508358,0.056223414,0.053079342,0,0.0366,0,2.3341,0,0,0.708613728,0.175863616,0.708613728,0.0395,0.1106,0.096227068,7.2571
CTAS,21.7228,3.3656,16.48891607,0.175047586,0.128401349,0.3485,0.2947,0.1086,8.0391,8.1331,22.4163,0.892733475,0.085698477,1.983,0.3832,0.9491,0.486932917,10.2119
CSCO,15.394,4.6952,1.513533791,0.297279593,0.223894112,0.6171,0.3462,0.2074,3.3563,6.7767,32.1487,1.543800454,0.3705222,1.506,0.2522,0.7347,0.423545169,3.5825
C,3.4406,1.7451,19.97991598,0.321217778,0.247687155,0,0.092,0,1.9735,0.272,0,0.433257795,0.129056404,0.514877455,0.2306,2.2531,0.562008929,14.8205
CFG,7.8727,2.3976,12.34822743,0.371251293,0.291623578,0,0.0813,0,1934,0,0,0.03562229,0.03441586,0.048037106,0.1074,0.8283,0.409446809,3.6903
CTXS,13.3363,4.643,17.85051212,0.238614709,0.193572891,-0.9911,1.0438,0.1946,4.2455,11.2587,166.061,0.649505348,0.212551097,0.717,0.3694,3.4401,0.77477888,7.6112
CLX,19.6188,3.1319,1.84319754,0.180399099,0.13196009,0.9121,1.4669,0.1769,10.0959,1.5982,12.2083,0.515277778,0.077083333,0.906,0.5244,4.7996,0.827575571,7.7661
CME,26.2688,14.8784,21.70688108,0.68083724,0.455330208,1.8463,0.0757,0.0462,9.4401,16.7902,0,1.004448472,0.033302966,1.015,0.5661,1.6921,0.628541741,7.1297
CMS,8.2604,2.0468,10.02582029,0.223046704,0.095591445,0.0366,0.1382,0.0402,2.5931,2.4834,10.3979,1.160823171,0.066310976,0.941,0.4801,2.4768,0.712375998,6.0106
KO,27.5336,6.3268,23.49396857,0.281767956,0.201971371,1.1197,0.3789,0.0987,8.6659,0.7722,11.1268,0.687929956,0.385727191,0.866,0.5313,2.6037,0.722510009,1.7187
CTSH,14.1808,2.2795,11.61808748,0.175255814,0.130294574,0.288,0.1839,0.2028,4.9776,19.4306,0,2.797263234,0.418077062,3.125,0.0468,0.0652,0.061221136,4.4536
CL,16.8923,3.3211,14.65590581,0.221886258,0.154400412,0.5539,-23.5294,0.2957,10.7944,3.1315,12.5811,0.636336426,0.21730021,1.135,0.5235,-62.4118,1.016283525,3.5235
CMCSA,6.3757,1.6391,9.044377757,0.197371623,0.124128371,0.3033,0.1638,0.0531,9.4801,3.6159,0,0.540448502,0.138173387,0.792,0.444,1.5604,0.609431925,5.3406
CMA,6.8732,3.3365,13.10622187,0.461099429,0.370982277,0,0.1645,0,0,0,0,0.136167515,0.080323336,0.138509765,0.0919,0.8668,0.462557274,9.9939
CAG,12.2871,1.4498,15.24602632,0.135085549,0.071112556,0.2301,0.0919,0.0384,13.7481,2.4225,7.4752,0.492299076,0.110426585,1.276,0.4807,1.4459,0.591150433,2.3163
CXO,8.0468,4.9587,5.476368362,0.731871838,0.550710672,0.1022,0.1218,0.0533,6.0422,4.034,169.4286,0.969764012,0,1.039,0.1656,0.2319,0.188270404,12.774
COP,5.5497,1.8535,5.585861708,0.275260154,0.161566865,0.1213,0.1959,0.1256,9.235,2.6148,37.4717,1.581068289,0.799864773,1.795,0.2139,0.4686,0.319099495,11.0879
ED,8.8353,1.9301,10.37306347,0.21091027,0.112020751,0.0351,0.0826,0.0334,6.2832,2.385,35.6561,0.494925085,0.162075077,0.623,0.3841,1.2383,0.553222748,8.6461
STZ,14.298,3.9573,9.119352163,0.553092656,0.42334894,0.5937,0.2738,0.0547,10.0006,2.9733,3.8516,0.297269107,0.029584677,1.164,0.4658,1.0849,0.520359224,11.7873
COO,18.9763,5.0116,21.37886329,0.163692356,0.055235313,0.0914,0.0423,0.0455,7.3276,3.0302,5.4888,0.843243243,0.144827586,2.033,0.3309,0.6116,0.379483716,13.6232
CPRT,27.4696,8.6991,0.723878064,0.354934506,0.28976761,0.3228,0.3327,0.2152,5.6811,2.0026,108.3985,1.963035985,0.660696302,2.437,0.1575,0.2256,0.184082932,2.8055
GLW,8.2837,2.1417,10.78867938,0.150044287,0.094419841,0.0573,0.0773,0.0391,6.0262,2.0967,6.0229,1.297191181,0.711265479,2.124,0.2181,0.4349,0.303082365,3.6469
CTVA,0,0,0,0,0,-0.2328,-0.4237,-0.0422,0,0,3.25,0.566115702,0.17054846,1.726,0.073,0.1063,0.096104022,0
COST,20.2077,0.8411,2.123231688,0.031891973,0.023961546,0.1731,0.24,0.2103,95.3202,4.1454,13.6129,0.472479236,0.36080389,1.011,0.1503,0.4476,0.309208737,14.4535
COTY,13.6159,1.007,0,-0.406660114,-0.437555645,-2.7104,-0.825,-0.1602,6.4129,1.1555,7.5132,0.443357971,0.109401513,0.941,0.4338,1.6708,0.625577523,0.8514
CCI,18.0117,8.31,21.4837207,0.245620505,0.123732252,0.0497,0.0558,0.0288,3.0424,5.0498,0,1.605504587,0.287932251,0.867,0.5088,1.3862,0.580930492,6.0581
CSX,11.3044,4.2828,10.91720652,0.403510204,0.270122449,0.1014,0.263,0.0885,12.3737,3.5,38.5827,1.107571802,0.448041775,1.339,0.4018,1.1731,0.539817829,5.4154
CMI,9.0233,0.9027,7.008011388,0.118674015,0.09006773,0.2843,0.2914,0.137,6.3525,2.2685,6.8653,0.844454887,0.20410401,1.538,0.1299,0.337,0.252035831,14.8105
CVS,7.5298,0.3431,21.16287543,0.020695964,-0.003052745,-0.0472,-0.0102,0.017,12.6301,6.1737,12.2585,0.550160195,0.092231135,1.028,0.3738,1.2611,0.557742264,8.4914
DHI,29.2,0.9908,9.094717346,0.128080657,0.090882499,0,0.1625,0,0,7.4767,1.6369,0.520387008,0.520387008,4.172080166,0.227,0.3566,0.221792984,1.4477
DHR,17.9704,3.6333,17.36638453,0.173437893,0.13325793,0.5565,0.094,0.0504,5.6745,3.3286,10.6071,0.883486523,0.162718166,1.465,0.2036,0.3452,0.256629614,5.7408
DRI,11.5551,1.707,13.72341495,0.097210472,0.083826847,0.3619,0.2982,0.1313,98.9581,7.3133,41.2525,0.370124144,0.310223187,0.606,0.1574,0.3877,0.279402464,10.1798
